38.172.32.0/22,ES,ES-GA,Pontevedra,
38.7.158.0/23,ES,ES-GA,Pontevedra,
185.164.116.0/22,ES,ES-GA,Pontevedra,
45.137.138.0/24,ES,ES-GA,Pontevedra,
94.198.44.0/24,ES,ES-GA,Pontevedra,
